"dhs_id","site_id","site_name","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3","coastline.dist","lon","lat"
NA,13942,"Djifere","UNKNOWN","Senegal","SEN","Africa",5,1996,5,1996,0,10,134,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,1.29498319725599,-16.7612300081359,13.929400002601
NA,13942,"Djifere","UNKNOWN","Senegal","SEN","Africa",9,1996,9,1996,0,10,100,3,0.03,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,1.29498319725599,-16.7612300081359,13.929400002601
NA,13938,"Simal","UNKNOWN","Senegal","SEN","Africa",5,1996,5,1996,0,10,81,2,0.0246913580246914,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,5.59106836090704,-16.6500000081777,14.1500000027123
NA,13938,"Simal","UNKNOWN","Senegal","SEN","Africa",9,1996,9,1996,0,10,103,1,0.00970873786407767,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,5.59106836090704,-16.6500000081777,14.1500000027123
NA,13940,"Mar Lothie","UNKNOWN","Senegal","SEN","Africa",5,1996,5,1996,0,10,108,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,1.58770785459205,-16.6850000081714,14.0500000026661
NA,13940,"Mar Lothie","UNKNOWN","Senegal","SEN","Africa",9,1996,9,1996,0,10,100,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diop, A. (1998). <i>Épidémiologie du paludisme dans le delta du Saloum (Fatick, Sénégal) rôle d'<i>Anopheles melas</i> dans la transmission.</i> UNKNOWN. Université Cheikh Anta Diop de Dakar: Faculté des Sciences et Techniques. Dakar. .",NA,NA,1.58770785459205,-16.6850000081714,14.0500000026661
NA,48732,"Cite ASECNA","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,46,1,0.0217391304347826,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.67490171948365,-17.4894800073707,14.7301700026631
NA,48733,"Dagoudane (Yoff)","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,53,2,0.0377358490566038,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.30887604001562,-17.4754500073742,14.7609100026765
NA,48731,"Dieupeul 4","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,29,1,0.0344827586206897,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.78002828052772,-17.4563000073987,14.7230500026708
NA,48729,"Grand Dakar","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,41,1,0.024390243902439,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.2517454881353,-17.4532600074058,14.7040300026659
NA,48726,"Ngaraf","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,22,1,0.0454545454545455,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.24646941870035,-17.4515500074134,14.6782900026587
NA,48728,"HLM Nimzat","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,30,1,0.0333333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.40850265173601,-17.445430007413,14.699950002667
NA,48727,"Colobane","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,48,3,0.0625,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.811220209284304,-17.4454000074146,14.693370002665
NA,48730,"Hann 3","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,49,2,0.0408163265306122,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.190068371846022,-17.433680007418,14.7177300026759
NA,48735,"Islam","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,47,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.64351791803026,-17.4311900074073,14.7692800026921
NA,48736,"Golf Sud","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,44,1,0.0227272727272727,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.96076549495507,-17.4137200074208,14.7708500026978
NA,48760,"Dalifort","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,37,2,0.0540540540540541,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.294797262471328,-17.4114900074299,14.7407500026894
NA,48734,"Hann Montagne 5","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.355619227421059,-17.4112000074316,14.7348800026877
NA,48751,"Credit Foncier","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,54,1,0.0185185185185185,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.43508999297822,-17.3960000074395,14.7520800026974
NA,48749,"Darou Khoudoss","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,44,2,0.0454545454545455,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.64802537401707,-17.3938700074384,14.7632000027014
NA,48737,"Doro Aw","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,44,1,0.0227272727272727,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.75997862198394,-17.3925600074381,14.7688700027035
NA,48750,"Cite Pepiniere","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,1,0.0192307692307692,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.32381065864861,-17.3885000074435,14.760020002702
NA,48738,"Arouna Sall","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,41,1,0.024390243902439,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.58861607937673,-17.3830500074446,14.7729400027075
NA,48748,"Maka Colobane 1","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,48,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.63714371055198,-17.3830300074495,14.7531200027016
NA,48739,"Thierno Kane","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,54,1,0.0185185185185185,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.30427040160946,-17.3776100074479,14.7770100027104
NA,48740,"Daroukhane 1","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,51,2,0.0392156862745098,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.30143499222549,-17.3748200074476,14.7871100027143
NA,48741,"Bagdad","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,1,0.0192307692307692,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.37111442242234,-17.3747000074502,14.7771400027113
NA,48742,"Touba Thiaroye","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,56,1,0.0178571428571429,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.91532711866061,-17.3722400074533,14.7726900027107
NA,48747,"Mandiaye Diop","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,1,0.0192307692307692,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.564890460791462,-17.3663800074656,14.741380002703
NA,48746,"Darou Salam 2","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,49,0,0,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.56304768255921,-17.3376000074863,14.7503500027142
NA,48752,"Sam Sam 3","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,51,3,0.0588235294117647,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,4.30788234333946,-17.3359400074815,14.7751700027223
NA,48745,"Thiaroye 2 (Sotrac 1)","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,47,1,0.0212765957446809,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.685073302128731,-17.3333200074916,14.7424700027131
NA,48744,"Wakhinane","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,48,4,0.0833333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,1.02020122550427,-17.3214200075017,14.7401000027159
NA,48753,"Medina Fass Mbao","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,47,2,0.0425531914893617,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,4.02746935708716,-17.3184500074965,14.7707400027261
NA,48755,"Alioune Sene","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,54,1,0.0185185185185185,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,4.79999974303921,-17.2994700075041,14.801040002741
NA,48756,"Darou missette","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,2,0.0384615384615385,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,6.72503949261752,-17.2863800075199,14.7792500027383
NA,48757,"Keur Mbaye Fall","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,52,3,0.0576923076923077,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,2.57626721953677,-17.2841600075326,14.7348300027254
NA,48758,"Diorga Cherif","URBAN","Senegal","SEN","Africa",10,2008,12,2008,2,10,53,3,0.0566037735849057,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Diallo, A, Ndam, NT, Moussiliou, A, Dos Santos, S, Ndonky, A, Borderon, M, Oliveau, S, Lalou, R and Le Hesran, JY (2012).  <b>Asymptomatic carriage of plasmodium in urban Dakar: the risk of malaria should not be underestimated.</b> <i>PloS One</i>, <b>7</b>(2):e31100",NA,NA,0.595297940750043,-17.2809900075405,14.7130000027196
